customer_id,FN,Active,club_member_status,fashion_news_frequency,age,postal_code
339c7ca568da79561756616d630bcb9426e3e08288d77de2e31f44e08a7a8631,1.0,1.0,ACTIVE,Regularly,60.0,a0a6500d43f6f904a9e8801c7668e98bfffef243b48a76aa9051bfe91ed30a5d
339d1e5a05d3c09460b1fd5ee1e2a89cc06dca595d36aa44b55d86142ec83f73,1.0,1.0,ACTIVE,Regularly,24.0,a2c90ab84655ce4e75e9e0bb6ec956f03cbb85ceeb9989a47f0f46e3c2d89e0c
339fcdf019e6ddb81866e41f5db0f5b6416f78d1d4f2e65eab26a181d68760b0,,,ACTIVE,NONE,47.0,39b28a39745d6f81cbb60102cf304f8df1b486c8475ba1cc0eb6508f6aaa8f0f
33a11bde13b06e4dd636af2ff71808edb65a376fa9d9b681c6d322881d0135c2,,,ACTIVE,NONE,25.0,ae79b6475925ff13999b062a5501e03ab211b869c21588d83926fba9c96005d0
33a12f711d10064bf70de19f449b6561eceefaabc3f71efffd12444fcec56cb3,,,ACTIVE,NONE,20.0,d1a772351c02d8fdb9094c00d4e5597da62b0acf61b1c29ba6bd1465fa33ed94
33a179b1a0f65783ce11f25251fc529af2c7aba853aa272ec860f38a09a3665f,1.0,1.0,ACTIVE,Regularly,60.0,dc46d57606b15566ae83eb8208964467d646d6d8063fa111772c232b67106e4d
33a2d1b847e2af9c87af4ba6684145ea8019628cd80a2e4f4637fec388bce756,,,ACTIVE,NONE,24.0,6afbb30ec353e9ecfb84a992d43b83f70fb46a00f356f47036a4cbd29582003a
33a406deb8b101ae4dae5c1417e541e556ee249b18246c7001afe7a260f4bcd3,,,ACTIVE,NONE,18.0,3d27507b793bc9f5395607ab87734a143f6e63801ed21d767919b1129106925a
33a597a17b893e54c4b41fbed7e6d7d3732826fed195d55c993f7142246de3e1,1.0,1.0,ACTIVE,Regularly,58.0,2218f31a337e00f1c7a1f9682cbb52d596c13673c5179e84bf3c2e6aa1a0dbb2
33a6a3b2f84531914571bf4f7ade2b26c204366d4a92b4d915661d5cd72cefac,,,ACTIVE,NONE,65.0,a01fa01cf1622eefe506034a6a77235462b13126d8c34950129d48ce1292bf6a
33a6fb8e94dda2e849acd3db1ce80f64a89c5316e7ecd827eea5da760d73e4e4,,,ACTIVE,NONE,36.0,4312089851c2fad99f9ce84e8ac503a6fadbdeddd27fe3cca21b07d5a7bfaffe
33a7018d81e017d02a29dcaf91d3f655075ece79736349ac6429b9c9348fa68a,1.0,1.0,ACTIVE,Regularly,19.0,7698814bfeaec0db5627fa734ee0f4a1593d32ef6091533d23001079054eb89c
33a84122178b01a7f794406bb6ab8ba70f430b89ae9e8af06914b38d5f3bc79d,,,ACTIVE,NONE,31.0,b7c6c0c9c5443b96176897171d4666b15a231068951d5d002686b07008d4a5a6
33a8b7d903fc1c2a5ef1293fb03b3256ce80994f88ae1e0d8c87e7ee8cf5b207,1.0,1.0,ACTIVE,Regularly,36.0,5c5d5323556babc5083c284bab29eca676948e372c968f3c931b6d16d1fe3caf
33a9aaeb9390c7f55260df1640b5fa8d38d1fa026985eba799ee0cb15c1de083,,,ACTIVE,NONE,48.0,5cc9b41a5c543090f4f0dd20cb7a6ca905b170c220db66b588edf9e3fa7587bc
33a9ea2c138bd9ae805ee51b378149ea4db6ea4eabe6331b251be69e19679b67,1.0,1.0,ACTIVE,Regularly,31.0,fcb8be45b4066db393e3e805d5a0387421698ed0236ae1a41e575fba1d1e5406
33aa1362d88aaf4745933c41fec7e3acf277e801a9ac5db3db70d3cf718af573,,,ACTIVE,NONE,33.0,925e43df3450e5c711ee1f8ec456743ae2768f667fe7ca6f66fee6dcf8be442d
33aaf237d2a2aa882beec59d173109b483cd626bc70dd23bc73a4317632898d6,,,ACTIVE,NONE,43.0,1bdc25608ce3d46fc78fab472291a9ee6673321630d9eb9d459076e764a771f0
33ad4479c870149baac778f84efe171ea83c3abad141e8578c144f7141af280c,,,ACTIVE,NONE,27.0,efe5d6380767f7fb5c1012f4c2d90fde9740b1283d6869fd8ae00af5ab3bd873
33ae81c5521eea8c7f578a1119073f4781fc12c81bb0c9e25851f8cb5607230b,,,ACTIVE,NONE,50.0,a0aec1262f4b5601ef11eb4899876dc8d3fcf882f4f6c92f1b0e769203a776e8
33aebc3635ae17ec75067e92f3ab9750c0eff887b292456fb88f32702d3f5eeb,1.0,1.0,ACTIVE,Regularly,34.0,ec3855acb13c6aafa64e14e96e6eb05acc8dd6f0bdb7c234d9c26f3663e3bee7
33b0b1a140bc2fb05959553841b94fd9cb20e18ebc8529676d62b42b6ef882b9,,,ACTIVE,NONE,55.0,404aacbea0cde31681b50d6df5057b59d280d295ce1ef0352329f60bc422fcad
33b0d2d45284905a086551b70e3ea262d03f131850b1bf9265a659c1daca9c5a,,,ACTIVE,NONE,45.0,5bd786f8c24922e74624bd0f4a6c54667fcaceceea70750e46de929b49de3dfb
33b20a85620eefbdde3b777bcf1a4bc492908b1ad0be3ec67395f6c008cb4088,1.0,1.0,ACTIVE,Regularly,61.0,791fca9c86efab4d690fd7a50d6fe3da6c88ac302e0a678f4315a6f7c06d2c4b
33b2bb8ad0c8fd1d465a29fd14e8499fcb356b79623c846c707dd866c701e27f,,,ACTIVE,NONE,53.0,ae950e035eb828bfab8077a4a8377f6d671de20de09e98f144139e4f9df06fb9
33b36f4c2f1dab1156b400e45a0263e4a90abc0e71880f149a36bdd367ad9a48,1.0,1.0,ACTIVE,Regularly,29.0,5c1c90c749f04e9ae577469906a02580a1c50f32da0b17a21573e217792f7ab6
33b5a855dc67d9100ff3c736a34177a4ed01f9540eafee1a96064a4da55f7810,,,ACTIVE,NONE,29.0,5c5132c2bebcfd0d8347c83e17554631ba7c20538d1809e8e406533f405b111d
33b60e698bb969353bdbef5f1afe000e4e6d9c4a50daa967f4286925329fe4d2,,,ACTIVE,NONE,48.0,9a2b8953c637c93c0711f1003557360fecd8eb9e92bab9dd55ed87c663949755
33b6b94f08c28a0d91119005bdc95c7623bb9df8406a35ca0c841726e45414c1,,,ACTIVE,NONE,31.0,a1f9c05fa34923e077d1e22e9dc17f596abdde562dcff96162fe521112d4c1f2
33b9556363178a5d757553436279c0451aaecebdf03b54501808a9ee96b29eaf,,,ACTIVE,NONE,21.0,08d8d45312d595d9d7c8b79fa4cb031234007b729f6fb2b150bbb2aa9d078b10
33b9c743bf98f45917cc84f35cd4e5a2f1cdd3d8531aa1e23d381c56e3c7b03d,,,ACTIVE,NONE,23.0,49b31e47c52bbd2996f930e68bfbbfab0a69b5ea7800fd656b0f57aebfa2eff3
33bb3502da71f32a4226f4ae84ec40878ad55690e5d1aa33028588dc46c4ada8,1.0,1.0,ACTIVE,Regularly,24.0,4ede2d123ffc59c5ffca4c1d8d73a21b56d09f5e4e92949e61a64f6d4a421955
33bb3758128a0e044df32fe25db6ff8953d6669a59adfda860be7a5a312c4e6f,1.0,1.0,ACTIVE,Regularly,51.0,2339b397d3a2cf09e3b5ddba0bc357854f5c2ccdbe6742014b74d936f87446d1
33bba16c457873030554089d1a86142ea2cb7f8cd46ecb9776e2784ca1db8806,,,ACTIVE,NONE,52.0,c3461d66b0b1310d8ef9e0801008299a7ae520b0eb0033ab2f0506722b0d016f
33bbf8182cf5f8177871795e333eb166f4d3a3f04081f4a601cce95efcb53926,,,ACTIVE,NONE,24.0,5a35a0eef23440b56c392aea245d42127cc4caedd2bd482176b7d5e59cd9d74e
33bc9fb9c1e1a6e44950750f4474197be4c6842934319eca5e8f428a726fc0ff,,,ACTIVE,NONE,28.0,a3064fb5890b90cbdc3878ac04c7a44a106d2437205de6ad50f151f7ef7abb2c
33be8969c6cccbb7b2566556b953e1ff16414bbd6b516ead9fc07cabe17bb9a2,1.0,1.0,ACTIVE,Regularly,23.0,6d67bb56325bbaa1b2773109febd1f3fab4bb6ef1fe0b8772af17a9d3918830b
33bf06b3023084ea6a5dc79e509d00309cb00b66c14589de174074efc984aedd,,,ACTIVE,NONE,25.0,c31cea88f750733e4e205136a701422bda56e12e106b67ec5880d6533601755f
33c26e5bfe06797d86969174bcba92ea7be50313853b91801552f57d35a491d7,1.0,1.0,ACTIVE,Regularly,21.0,ae584ca43380ce74bc0db1a73c123ab768579e73df52ecdfec797846245b92bb
33c2d791d5bc31a4dd7206f6def3598bf81d00635a51ceab4579988d3ba0d6ab,,,ACTIVE,NONE,31.0,d7864f2d522a07f0705b1ce72e9f9fae1b25454cb362390cf3f5e6a75644bffa
33c2d920e146dbd92fea32bab3a7098587710478cb46a14d5f78d00803dd5f2e,,,PRE-CREATE,NONE,22.0,42ecb5525c72c88e33bf64e33d01ccd9e2751c24932687ecf603195e7b361a89
33c31fbfbbbbb8a0249155c0cd68be6d3d9339a686cca0709420037c44631345,1.0,1.0,ACTIVE,Regularly,29.0,0f8bfb8fc521384190f352afe36265af4ec2abb67830cbac63b198a054d71e6d
33c40e727a5ac228474b41a946322adfdbb42dc2ccfead0324caa020b7a53371,,,ACTIVE,NONE,33.0,7640e519c6e4ce1d5b3172b463db8ada5bfab05c91a9d797558672769e51040c
33c497a174c4c6dfc552695b8504cbea95f95fead4362cddf79a98144aac609e,,,ACTIVE,NONE,23.0,004e5573a14baa74412441ec13b519ba467d45e73b97027deb8a36a7d8cf3f03
33c5477d52d92ccc1b3b84d18c2eb2c448365af839e25b4d51e1642bd6a1e30f,,,ACTIVE,NONE,46.0,d8a148ab120e2888360ebd5b7b101cab290c79368dcdf7b68697fa4efea91e6b
33c6f03ca9b4de615854924e8030b9cd7bd0e9228cedfb19b275cf028c058331,,,ACTIVE,NONE,53.0,a92b4e6d0e33e1e45916ab76060b5f49d07b19c03f2f6b2adee5b90206c41dcb
33c712b37d4fd204baef4190b8bce558117d413e858d0d1fc13fc01ef55ce6b9,1.0,1.0,ACTIVE,Regularly,53.0,445da0c6e8a0189740196981ecb444a6c64f2237fe5bdaee21f5fe2dba15ea63
33c76b020f4501ed9ba188e351175a27287d704072b78b82cf0b93fa53c3f3c1,,,ACTIVE,NONE,21.0,be812777cbe5065b12de8e692e3ff9257594771d50f4ada7c5ed20155a5e056f
33c8410cc86bc0a271e89cd0d013ab1cdf855ee3b4a01d5ffab327275042003d,1.0,1.0,ACTIVE,Regularly,26.0,9f1ed47ad081555cf1e880f157350e00b37b3a83b1146c2f7dc019305249015a
33c88d6dbffcf5c1c595a5aba1082937640eaa7488c50b24cd2ec17cad909a6f,,,PRE-CREATE,NONE,23.0,0445721d9cdc6c36b6a87f7ea3e87ac38a0e9a1acbfb3cf6b8d767ac28887278
33c8b946aaf88faf0cd43017700c492158b212538b0319703778eddf7a8e9cfc,,,ACTIVE,NONE,48.0,e0eba282eb16a0633d6eeb4368c46c3acd41c4767069bb58c643f1d2de3165fe
33c92563dec867c46c1b96d1d55cf6acb0b2dd297b008c45569e477243f17f15,1.0,1.0,ACTIVE,Regularly,48.0,1e966c23e317e8b8a8322381b85e90da896bce56d64051b63d5d1f493a0774ec
33ca2ad276d0ce2779cda349ce6e0a2b00ee6b6d13154ea758852516e2f4c9f5,1.0,1.0,ACTIVE,Regularly,21.0,e457f5cd3b4611c4d7e8235e89a209a42cc0832e50aaa2df8a4e30e7e3f24b3e
33cb90b3a0e7fa7dfdd6424751d1545e03e5366ad0ea595dff6466ceff455a57,1.0,1.0,ACTIVE,Regularly,19.0,1cf534b6f39b941de132478cde1563a4154773ac8fad4dba85ec0f0f8fff594d
33cc531d7d193106cda93c30419555ca9b66482340a89c105cb56a55c1220315,,,ACTIVE,NONE,26.0,1ef228a9a49d4dae93c962fc12f2d2b22b03083c06b0cbacbfc74898e9e9fc25
33cc57ff135263966dc9a2fd28215d0b228bd3db21b392db0248b739214b89fa,,,ACTIVE,NONE,34.0,8a96ac471f8e2ce4256e85adc66dae05cc3158cc88287eb88d2c2261f561e897
33ceb5ea48a6211b51f18fa585740ec20de300f5c8a376d37aa4357512bae0d3,1.0,1.0,ACTIVE,Regularly,58.0,bd1edea0a6cd57ce8e6ded46431d050e2c41c1ce513aa548db0f46d767001313
33cebca2c096cd9f3ceaae75354c011afb078860d38b3e67b48ed68094def683,1.0,1.0,ACTIVE,Regularly,47.0,dd300985488ac1c4307898eea70c2abb027979cbbbe6ecd48bc861c79107df62
33ceea1605acdd5a356aa3ebd09aa42ef640ed57459d2ee88605b8925cdcb3cc,,,ACTIVE,NONE,28.0,a63fd12557e38c79c9192fe6b84827953009e79a8a5e7b44188b29448604aea9
33cf512604d29b309d7643724f1ad41c29407486821ed480b4f262f433da55f9,1.0,1.0,ACTIVE,Regularly,22.0,2b0e253aafe0f23a9d4a50af47e64a2943342a30b54f60dc2425cb0ddda59122
33d09ec6453f6722da7f554c4a29f5d8353afcc5dbeab5c1e8eed07569a7e052,1.0,1.0,ACTIVE,Regularly,23.0,2f66b3c1c7c98b79f248411466ea664d51d6f1935a4a74dd1fd817512f4d05ce
33d12639b775fc85b4f71b4ae92a0f152a0b06d1932c0058dc16fe31c3eea535,1.0,1.0,ACTIVE,Regularly,52.0,1f8672b283c6ec4454e5a46af51be86de72142e6b266fcdc4da1269e580e3194
33d1feb18d85cfc8eebade5d323deb0cea757845809f631f28782e750004f8ce,1.0,1.0,ACTIVE,Regularly,47.0,ac60bad61e9fa28ddf0e7bb4a9159143716e9273034905c8d01eea206c923859
33d255084e4cc1cd63d66939b317ff12c6012d2633131142840c6e0b205bc4fc,1.0,1.0,ACTIVE,Regularly,41.0,b2ce93f035f7e43acea95fd83edfb9708bc226b655cf6dece4cabfddf323d5be
33d3141f506109b91c1b5ce9755bcfa98c9d50b2742e93cff2590b6aa2244a9b,1.0,1.0,ACTIVE,Regularly,24.0,1f190c7a82b94cdd7b5708e61c6b98557df557cc0e2f32cd1875a1b0a1af410e
33d34df9a5986d530a8009b672453685e770d4334d634335b4d8b7172215084b,,,ACTIVE,NONE,24.0,85daaba7ad0efd00281699387900d32fa400f4917c2db8f0330c516315487f6a
33d446836f561a65f62264fc221ff47a932767bcaec88c752046e33f6291359a,1.0,1.0,ACTIVE,Regularly,27.0,9209de5c3ba0e9fb9c0133383780496fe4e3d5684d536c952456c10ff91ec007
33d5e9021c6c6fba0cdf4989f7a86bc160f580e3600b4cf0aed7642b7c742f6d,,,ACTIVE,NONE,18.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
33d637332576d355c7fa64188d8bef56173a277b8820686a978c352dedd0e3b3,,,ACTIVE,NONE,28.0,c0f9a02b19e42689588bd1043ffd2826f33bffd7fddaea609bfd2b4cf260ae75
33d6b6a82419713e4c0ebc32cba1c03dc8ee9b59a0e8f668b5406397d9834458,1.0,1.0,ACTIVE,Regularly,24.0,85eaf167ee908d1a581fdf56f3fb88366a9cdcc37d0a42086e00445c63079574
33d7f9074a18be8c684de9a85b33a816bca7181963176bd9f97af2a7480ada2f,1.0,1.0,ACTIVE,Regularly,49.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
33d8d17392730360aca63f29e8604a39b54d996c01b88f218f0dc6d2e445887c,1.0,1.0,ACTIVE,Regularly,31.0,71992d4d021b8ac4d9cac8b679fffc5bfb262cb2c4b7441579c21307b09967c6
33da9263e653083e74100cc361ab73165f7c80b43bb315ab083c1e77fd5d536b,1.0,1.0,ACTIVE,Regularly,56.0,f9abf57d339b77b2a200141ae3f36c45b2e1ce13db37f73d01905db06b4543e7
33daa83b0e5c263ed310e41fdba846d431f6a1fe92711576a8c7785dd97002e4,,,ACTIVE,NONE,59.0,6422a27ae9808d1318aaec6db8f044dcb336ae317c7d161a7395c1585ad3c447
33dab8203360d8168b6ed5ea875f32a69d80f329268bac8c26b18350b49b21ce,,,ACTIVE,NONE,26.0,04a9d3d34409ac1918f709354b267b16e78ef553e440bd4b8b591b3eb9d09b8b
33db038232a895bc00c83e7f395351eab7f61d5d9e32b57813a7eea68bc5f8ae,,,ACTIVE,NONE,50.0,d2e360379c7ef3916e6d8bf3c2ee354b54037d2cb6f6e182c408db26500f83bf
33db44d662804b941f03369df0a48927cfd92691f2c3cf6c91e3a6223b8fc37a,1.0,1.0,ACTIVE,Regularly,21.0,c68b89d39b6cf83be4876805652eb8247f8ac350fb2ea3ecdbadc37613dcf15b
33db51d47e518bf7d96ddfd0ce3ad61d268a780589f9cefbf700172726516915,,,ACTIVE,NONE,52.0,4578e5cafec2e75a36c9a72b557d55c3ec703ac38b412dc884fd1f61c903449a
33db6e96b6768ed4aa03ca34addc3d55d4ea4fda1fed919060e425d827d341a9,,,ACTIVE,NONE,26.0,2a319792bc788b5023858bc1d1ea09a088f64a4036ecf676ab6a3db258122797
33dc4bbc92af4ec2a26c8b13d451add104356e812932101c0482bcf8d81e6c6d,,,ACTIVE,NONE,62.0,851de78d759aa250ccb3c9be45a4426f769210429505f5f72c8d38c0b351ae8f
33dc4d7a9e50b0d8f73f6e710c06ded75ee86c4f631c25e3d23293861050f2c5,,,ACTIVE,NONE,50.0,bf45cec26547ab8763f6181bdf7de27d7e2e5e0dfd3fce5a1f37c32ba3e8acbd
33ddde46feaaf92c70ee5d066eb9c4f9e4cbcc9e3dc353fb51bef392fc85fd21,,,ACTIVE,NONE,22.0,dc345ffd7ab60ac46c522c14dd0c34bf0a35dedd92dbb3ccab3847c7247c58c8
33de901d7304e348d722c747b7be2babd129cf9b7237859c9864f8fd6fc00770,1.0,1.0,ACTIVE,Regularly,25.0,9c5f2ee0afdcf39a825358c39b5d208e57ff182ac2568f4edd15be8b70b9029a
33e14d3f5383588cb343fa23a3478bc71cfe165cf01db892500abd919b0433c0,,,ACTIVE,NONE,22.0,9a05e60364bae0cb96f254b2a1d716fc2a804b0bd7c65d16add8fbe294250944
33e1a1835d8c50827819df03f06e682921d73b423f378643d98b6bf215c138fb,,,ACTIVE,NONE,33.0,38178ec4e510050468a6543da4d3c39d40c700c699d556470f88a66c521d1cc2
33e1d329c6e77ab31abea5e2164a5c02fd81e4c4b6f74a3f9b829abf4abad1cc,,,ACTIVE,NONE,42.0,517a00ea9730287ea9d422422e39508f932a7c5fdc42026c0efd5c897392c24d
33e39af8f9e9a2926f57b4b25cf00b9ec57b38c314a84499c3e48a29fccb1e51,,,PRE-CREATE,NONE,22.0,ccbf41c280696d503a566b232dcada1ed55c82204eb409d680135a4dfaff164b
33e3bb891512762617910573ac457e5f3b2a180d450f0286748a12fea3fe19dc,,,ACTIVE,NONE,31.0,088846de01e297b945e3c294f05c238516b0608d0e89595fa6d45fafa1e9928a
33e4e126f3399b55349f6145637395f7edb468df2085d850b90dc546d04e4d93,1.0,1.0,ACTIVE,Regularly,59.0,2e903f90c4d1c7f95177172889bcd62db4852dc8a8e64428ee8032bad7d882d3
33e53d9b33b2524a6edcc01c5e26813fcd40d838f78e5db1cf9b4856fb4d790f,1.0,1.0,ACTIVE,Regularly,47.0,8f87dcf63ffc8736e3cb0c15300c3d6c6000eb51d4e11ef8fd4fe8c960f2b261
33e6460fd0e1621a9476e1acffcd6a50c25b6df1290fe44ae4b858f5f2073bbc,,,ACTIVE,NONE,34.0,22098d2e2d19635948fcf7e50c9653207b137aa431a230f90503b09ed83a2886
33e8012001bdab30084ce3aa14fe8f3ce7e37ef4283783dbfb877fff11bf9553,,,ACTIVE,NONE,25.0,c8bb227c7233724ecff6b1afa2bc3e9683b1293efec207889afc155f51cb3393
33e92c4c1e3164c2340fdf9513839020276df029577c250df856764bb263ccc3,1.0,1.0,ACTIVE,Regularly,43.0,1584f1aae63b0ad4bf17891514cf5d76e42fddf927b0cdf9d9146612fec9462c
33eadd0a1fb2e1fcccd2239a11388c69111a8d6f2e4c41b40882eb6c806435ff,,,ACTIVE,NONE,47.0,8508666d57f20395403f84b0d67016c41faebac312aa233578d2c4446ddc69d1
33ec6ab3cb999ff8f69f0249b530623be3f8d6943f0297a8e5f9d70e9fe833ca,,,ACTIVE,NONE,27.0,82d201f559db989299bcbeb2d39c777f1ab1227a01850ae0c70fbaa4ad9c8855
33ecbae5d175f9c4cb871877fdbe55956d397ec23517e902447b69baeb9d5763,1.0,1.0,ACTIVE,Regularly,51.0,d0faf7531991ac651357e9c2b8aa20f614cbdb4a1f055b574b15e644b2c34478
33eccc154faa176dcec9f1e31dd9273cb744c77458996f853a414c730fa558fd,,,ACTIVE,NONE,45.0,cb6bea7f7777523ec70141f7f9029076c431e53a4cf778c2835aa82a282fdb9c
33ecd4e1f0d708beb215b4246cbe58050c1c4dfec9ab9b72efee2722c1e11ee4,,,ACTIVE,NONE,34.0,a93c323dab5a04a2ecf6567ca24c13820570c1c28fcb7ef9075dfcb440d5cd17
33ee096c175635d1123d4fb73260e8eb1fedc22bc50fa2c2dace1e6f180da16d,1.0,1.0,ACTIVE,Regularly,51.0,4a02d4693846cdc90de37b0e16826d3020f455fe0b462a11dbb211cd4979b9c6
33ee3c3489f345749e672bd8ffac910340d3c890bcd7c7878925e052ca2911aa,1.0,1.0,ACTIVE,Regularly,47.0,46c1535e6f5ca0c3df36b794ef0b19861f9253a3a31e5ddd24b7002421592807
33ef23c4e91d05de9f8b04d655bd4bb184ceadec58befe73014d609ed5612d84,1.0,1.0,ACTIVE,Regularly,39.0,fc6e974ed53f0b5bcfd1d53b60d049d4e253c7863c40827c8f0ff8699f1d8435
33f064ad5affe4e5c50b083c0cbd876b65d5c1ae3106d1306151648b4f491126,,,ACTIVE,NONE,30.0,c2ab3846c88c502076954bfa75725cbd2824558bddcbacb6a5cf2d6d8587cebd
33f06d976a6de2ea8f0c1f665b8cb88d029913c29ce368ca5b8faee20332992a,1.0,1.0,ACTIVE,Regularly,22.0,dd26812458dee69eceaf97107e9ada3ef8474e50eb36666f51bc7ce86d4ee82d
33f08870a3a95b6a29804b37e18db86889751851df95786100dfd4e58218e22b,,,ACTIVE,NONE,29.0,db1acad64a4281e48b6d4e13a967c37e9c8547e60d6f4665148848fcd0eb8660
33f08f7888339ff9feb83504445e223cb3367f2cea19a4c6f308bd2f4d5503d3,1.0,1.0,ACTIVE,Regularly,20.0,130af41326fedded70fa01ec81eff427face1a22873fe15ab105bef6e5f8ab03
33f19188627d68d8b23c5bf957d911c340aaaea6c9368d46f9b004d976a72124,,,ACTIVE,NONE,21.0,7980de9ed7b956cd1ea1ce900c6f5fa94e528fda3515b44dc0d79dc849c38b07
33f324c383b3ac10b80360765960837566389dbf55bc30cf71168ddd242a9e7f,,,ACTIVE,NONE,43.0,bd41e20683a50bb9d17d0fa4c854015ffe89f87fe06ea9cb3eec40f354cfff17
33f35f9573e7b7a4460d67ce0966fa7724d3a4b22667cf08d4c671d8489cd128,,,ACTIVE,NONE,21.0,5803b4db47f5836164a226e20c71ba826beae3586ca15c56b7846a0fd70e1568
33f3ef8f842f9c24743337d763dd3cb414d94a2f88a8d95c8d05d94b18051455,1.0,1.0,ACTIVE,Regularly,31.0,22f7937bd0bdfb718627e2e0aa83b163e906c075fd06f555f826a753ea49d220
33f43622a488b80779d81849ca320e2379fe799fa7a8c1796a09e5f3901d9633,1.0,1.0,ACTIVE,Regularly,51.0,ca8a42124fd206f089a039147528f6dd3ff7b638a1970410150047ba477c9143
33f5239ccf705d0a690970dbe426b7537c2bc80f2074822ffda8f2b93880cc8f,1.0,1.0,ACTIVE,Regularly,42.0,ff0b75797c316dfe885f80644520417ae1bc4b7ee83f81212f04c3136941d05c
33f5566cadef2a66b7c8ae8c2768b64b5e8b364a4b7f2b04b620cd93bc3e40c1,1.0,1.0,ACTIVE,Regularly,48.0,f47292cd6daa85e0fdf48d065e1e2742765fe1bba33d96f3cae336f5d7c56361
33f84b8a286bcec66941b083953ce799b62f6bca6e09d5ae4d2cd512b04f27c3,,,ACTIVE,NONE,32.0,833099d617026aff5cc6ecdc879d187bd6aafa7c5d9a6ab3eb942b731508e7a8
33f9282e21eb460ad5dec819d4090aafc6c2e738a8121797b7c781172f06f5a4,,,ACTIVE,NONE,27.0,c4588514389d31204c56acea8b85a02f9bab6af75c63b3129fc53ee12b2b9fd9
33f99de7fb599984786a88efa3d7f81c96af95c546d5835380050cda7558ae4d,1.0,1.0,ACTIVE,Regularly,19.0,eee4cb0a47e79b969aa3f2916e0e826dd7ecde0d7799cc1d0c3a4f1aa5b21410
33fa5177f3d24cfc78db2d002cf6e530855b567a2cbfd2c0cbc5e16d14a2a6e1,,,ACTIVE,NONE,33.0,b2c4d98387610109cb0bf1017964460ace85bceb0d9d4d63dd7f8d8d67c5e124
33fb14592737dda62f082b17ba666d779b754e919b377c20b82d5771f92a5387,1.0,1.0,ACTIVE,Regularly,20.0,3efc22ca7f8ce7dba18fe4b77947e65b42a53951c7b061ff93bc1a12dd45f4e3
33fbbc8c61af567f6bd0e52a8534e549479d0d0416c46f9cefbe724dc59f0f03,,,ACTIVE,NONE,60.0,60ff10f74816c31d66d1d9f7b45b74ad9d5780f2d87336062d54a7405a299919
33fc360d6894cd52959e2b991a7e78dcd3f90049214ed3258356da716ad2e1b6,1.0,1.0,ACTIVE,Regularly,29.0,4957203f66b406c814aeef66d04e43b452ec9b524870ff54101510c8c26471c1
33ff1c002737fbc242514704165e3d5a123c806e253c991c2051676614afd3f3,,,ACTIVE,NONE,37.0,5a758e38c003cd02875ffac955e03d655a71af639d2e2fdba0847dbea6cd00d6
33ff81bda5ae1ffe31818b31af6dcc77841ee93211330a69d24344bd278315f5,,,ACTIVE,NONE,26.0,1552dc67f79226af42c87b2c861c2d919d86a680d43052c45537c92c55dae49f
34025f0a6cf44fe81d0d6c2a0860b43faa7029554141ad276dade67127363b4a,,,ACTIVE,NONE,58.0,e153a136069af4ba0e5dc52edf7fa706c776f966c547cc251ab61185bd89f22f
3402def365f64a8c416555dedad99bea29726acf77d929627f607de259237c4d,,,ACTIVE,NONE,27.0,9690a7d030be5f5848cd7d43fcbde6f26b70a36bfb8090e566df61ed52a5823c
34036ea722212c617aa0614a1f310f6d7975f2a2d8a75cd5fe4186718e5ed6d6,1.0,1.0,ACTIVE,Regularly,21.0,4d54a7e21efe73da32b4c21cd0af07340262503b8e1c9cfcda8f4d870f590d94
34039a7f23597640fd8898447e69607bc7952bc01dec54b87992d5d60f865e44,1.0,1.0,ACTIVE,Regularly,32.0,853a8c10f21fda49b9cd599d73b0d5c15e8907a867032c6d9d5e31cc491f6c68
3404290ed21a5d8b97fed66baf6ac4555b4fca3a0d1057424dbcdb4389756544,,,ACTIVE,NONE,35.0,0d07a3a527e15741b0c7c25ea3c886f831b12d3d2221210757e3287c5710cb8a
340501f1dba577de77009a667565062808c68e107cf3b1a9bc61c46a4001e7fa,,,ACTIVE,NONE,23.0,4c8fa3f26ace4c2817df9d9988aa44683bb2200eecc79a619679479d19c268d8
340590bb5a4c995bee78e4214acf753c9fad019c1b78349cb47acc014e6a1df6,,,ACTIVE,NONE,19.0,2369567cb82245c5509d646fd0255f39dfd986eaee66a9ab432aa8ab324189d1
3406287dfeacaa89964b8e4baf1d9e009ff738e3ff8014ee70cad5dbbc2e7664,,,ACTIVE,NONE,51.0,27be348e9d66142d9fce1bf89503862a9a427de74a6d0bfb28c6d60a2d6077c2
34075d1d2459431fd3251054d70b4fca329276bd84bbfd85e96b0d739a356104,1.0,,ACTIVE,Regularly,25.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
3407a4913c66700644a6ab93df65fff6f22cffc39e569eac501ff87957f4f8ec,,,ACTIVE,NONE,26.0,ba45823f2da23ab41887ce0252688e7e735040f42224f01f78dc82e3af8ec3af
3408329288df5d4683faf69251bfba43b8a7af92b7a6ccf3470634bb5e2ba10f,1.0,1.0,ACTIVE,Regularly,21.0,a62c3e47fffc4ae8f16ee244a4814c7d87eab81fa7a4ea3b2ff1a4c9b111aed8
