article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
0756132001,756132,Glasgow midi dress,265,Dress,Garment Full body,1010006,Dot,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Calf-length dress in a viscose weave with a V-neck, short sleeves, buttons down the front and two slits at the front hem."
0756132002,756132,Glasgow midi dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Calf-length dress in a viscose weave with a V-neck, short sleeves, buttons down the front and two slits at the front hem."
0756185001,756185,Carrie Twisted Back Tee,252,Sweater,Garment Upper body,1010016,Solid,32,Orange,5,Bright,3,Orange,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,Short-sleeved top in a loose rib knit with a deep neckline and twisted detail at the back.
0756188001,756188,Haddock Twist Tank,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Bustier in a sturdy, fine-knit viscose blend with narrow shoulder straps that cross at the back and a knot detail at the front."
0756189001,756189,Sonic Embroidered Tank,253,Vest top,Garment Upper body,1010007,Embroidery,11,Off White,1,Dusty Light,9,White,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Short top in a soft, rib-knit viscose blend with narrow shoulder straps, a V-neck front and back and embroidery on the front."
0756209001,756209,Maui Straw Bag,66,Bag,Accessories,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Bucket bag in braided paper straw with a shoulder strap, drawstring at the top and zipped inner compartment. Lined. Diameter approx 17 cm, width 21 cm, height 22 cm."
0756209003,756209,Maui Straw Bag,66,Bag,Accessories,1010016,Solid,93,Dark Green,7,Medium,19,Green,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Bucket bag in braided paper straw with a shoulder strap, drawstring at the top and zipped inner compartment. Lined. Diameter approx 17 cm, width 21 cm, height 22 cm."
0756209004,756209,Maui Straw Bag,66,Bag,Accessories,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Bucket bag in braided paper straw with a shoulder strap, drawstring at the top and zipped inner compartment. Lined. Diameter approx 17 cm, width 21 cm, height 22 cm."
0756248001,756248,NASA tee,255,T-shirt,Garment Upper body,1010014,Placement print,10,White,3,Light,9,White,7952,Jersey License,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,T-shirt in soft jersey with a print motif front and back.
0756248008,756248,NASA tee,255,T-shirt,Garment Upper body,1010014,Placement print,93,Dark Green,4,Dark,20,Khaki green,7952,Jersey License,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,T-shirt in soft jersey with a print motif front and back.
0756318001,756318,Lindsay Kimono (W),305,Robe,Underwear,1010021,Lace,9,Black,4,Dark,5,Black,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Short dressing gown in cool satin with lace sections. Wrapover front with concealed ties at one side, a sewn-in tie belt at the waist and 3/4-length, scallop-trimmed sleeves."
0756318003,756318,Lindsay Kimono (W),305,Robe,Underwear,1010021,Lace,43,Dark Red,4,Dark,18,Red,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Short dressing gown in cool satin with lace sections. Wrapover front with concealed ties at one side, a sewn-in tie belt at the waist and 3/4-length, scallop-trimmed sleeves."
0756318006,756318,Lindsay Kimono (W),305,Robe,Underwear,1010021,Lace,52,Pink,2,Medium Dusty,4,Pink,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Short dressing gown in cool satin with lace sections. Wrapover front with concealed ties at one side, a sewn-in tie belt at the waist and 3/4-length, scallop-trimmed sleeves."
0756318007,756318,Lindsay Kimono (W),305,Robe,Underwear,1010021,Lace,52,Pink,2,Medium Dusty,4,Pink,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Short dressing gown in cool satin with lace sections. Wrapover front with concealed ties at one side, a sewn-in tie belt at the waist and 3/4-length, scallop-trimmed sleeves."
0756320005,756320,Lindsay Sl-set (W),297,Pyjama set,Nightwear,1010021,Lace,52,Pink,2,Medium Dusty,4,Pink,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear",Pyjama top and shorts in soft satin. V-neck cami top with adjustable spaghetti shoulder straps and lace at the top. Short shorts with narrow elastication at the waist and lace-trimmed hems.
0756320013,756320,Lindsay Sl-set (W),297,Pyjama set,Nightwear,1010001,All over pattern,9,Black,4,Dark,5,Black,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear",Pyjama top and shorts in soft satin. V-neck cami top with adjustable spaghetti shoulder straps and lace at the top. Short shorts with narrow elastication at the waist and lace-trimmed hems.
0756320019,756320,Lindsay Sl-set (W),297,Pyjama set,Nightwear,1010001,All over pattern,9,Black,4,Dark,5,Black,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear",Pyjama top and shorts in soft satin. V-neck cami top with adjustable spaghetti shoulder straps and lace at the top. Short shorts with narrow elastication at the waist and lace-trimmed hems.
0756320021,756320,Lindsay Sl-set (W),297,Pyjama set,Nightwear,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear",Pyjama top and shorts in soft satin. V-neck cami top with adjustable spaghetti shoulder straps and lace at the top. Short shorts with narrow elastication at the waist and lace-trimmed hems.
0756320023,756320,Lindsay Sl-set (W),297,Pyjama set,Nightwear,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear",Pyjama top and shorts in soft satin. V-neck cami top with adjustable spaghetti shoulder straps and lace at the top. Short shorts with narrow elastication at the waist and lace-trimmed hems.
0756320024,756320,Lindsay Sl-set (W),297,Pyjama set,Nightwear,1010021,Lace,12,Light Beige,1,Dusty Light,11,Beige,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear",Pyjama top and shorts in soft satin. V-neck cami top with adjustable spaghetti shoulder straps and lace at the top. Short shorts with narrow elastication at the waist and lace-trimmed hems.
0756320026,756320,Lindsay Sl-set (W),297,Pyjama set,Nightwear,1010021,Lace,52,Pink,1,Dusty Light,1,Mole,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear",Pyjama top and shorts in soft satin. V-neck cami top with adjustable spaghetti shoulder straps and lace at the top. Short shorts with narrow elastication at the waist and lace-trimmed hems.
0756320028,756320,Lindsay Sl-set (W),297,Pyjama set,Nightwear,1010021,Lace,22,Yellow,2,Medium Dusty,11,Beige,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear",Pyjama top and shorts in soft satin. V-neck cami top with adjustable spaghetti shoulder straps and lace at the top. Short shorts with narrow elastication at the waist and lace-trimmed hems.
0756320030,756320,Lindsay Sl-set (W),297,Pyjama set,Nightwear,1010021,Lace,83,Dark Turquoise,2,Medium Dusty,19,Green,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear",Pyjama top and shorts in soft satin. V-neck cami top with adjustable spaghetti shoulder straps and lace at the top. Short shorts with narrow elastication at the waist and lace-trimmed hems.
0756320031,756320,Lindsay Sl-set (W),297,Pyjama set,Nightwear,1010006,Dot,51,Light Pink,1,Dusty Light,4,Pink,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear",Pyjama top and shorts in soft satin. V-neck cami top with adjustable spaghetti shoulder straps and lace at the top. Short shorts with narrow elastication at the waist and lace-trimmed hems.
0756322001,756322,Lindsay N-slip (W),293,Night gown,Nightwear,1010021,Lace,9,Black,4,Dark,5,Black,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Short satin nightslip with lace at the top, a V-neck and adjustable spaghetti shoulder straps."
0756322004,756322,Lindsay N-slip (W),293,Night gown,Nightwear,1010021,Lace,51,Light Pink,1,Dusty Light,4,Pink,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Short satin nightslip with lace at the top, a V-neck and adjustable spaghetti shoulder straps."
0756322006,756322,Lindsay N-slip (W),293,Night gown,Nightwear,1010021,Lace,52,Pink,2,Medium Dusty,4,Pink,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Short satin nightslip with lace at the top, a V-neck and adjustable spaghetti shoulder straps."
0756347001,756347,Palermo dress,265,Dress,Garment Full body,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short dress in an airy, patterned weave with a V-shaped opening with narrow ties at the front. Long, wide sleeves with smocking and a frill at the cuffs, a smocked seam at the waist and a gently bell-shaped skirt. Lined."
0756350001,756350,Madrid off-shoulder dress,265,Dress,Garment Full body,1010001,All over pattern,10,White,3,Light,9,White,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short off-the-shoulder dress in a patterned weave with elastication at the top, a smocked bodice and short sleeves."
0756405005,756405,Bag Packable Bum 2.0,66,Bag,Accessories,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,7388,Bags & Items,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Foldaway waist bag in woven fabric with one large zipped compartment at the front and an adjustable waist strap with a plastic snap lock. One zipped inner compartment into which the bag can be easily folded and enclosed, and a practical carry strap for when the bag is folded up. Size 5x18x32 cm. Size when folded up 3x11.5x15.5 cm."
0756415005,756415,Sophie n-shirt (W),293,Night gown,Nightwear,1010017,Stripe,71,Light Blue,1,Dusty Light,2,Blue,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Long nightshirt in a cool, patterned viscose weave with rounded notch lapels and buttons down the front. Open chest pocket, long, cuffed sleeves and a gently rounded hem."
0756420005,756420,Sophie Culotte Trs (W),296,Pyjama bottom,Nightwear,1010017,Stripe,71,Light Blue,1,Dusty Light,2,Blue,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Pyjama bottoms in a gently draping, patterned viscose weave with an elasticated drawstring waist and wide legs with decorative turn-ups at the hems."
0756420007,756420,Sophie Culotte Trs (W),296,Pyjama bottom,Nightwear,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Pyjama bottoms in a gently draping, patterned viscose weave with an elasticated drawstring waist and wide legs with decorative turn-ups at the hems."
0756420008,756420,Sophie Culotte Trs (W),296,Pyjama bottom,Nightwear,1010017,Stripe,51,Light Pink,1,Dusty Light,4,Pink,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Pyjama bottoms in a gently draping, patterned viscose weave with an elasticated drawstring waist and wide legs with decorative turn-ups at the hems."
0756565001,756565,Zoe body,256,Bodysuit,Garment Upper body,1010001,All over pattern,93,Dark Green,4,Dark,19,Green,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"Body in glossy, patterned jersey with a low-cut back, press-studs at the crotch and string back."
0756662008,756662,Malou Head Band,74,Hair/alice band,Accessories,1010016,Solid,32,Orange,7,Medium,3,Orange,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Headband in a soft rib knit with a decorative knot detail at the front. Width approx. 11 cm.
0756672002,756672,PQ Lucy Headband,74,Hair/alice band,Accessories,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Wide headband knitted in an alpaca blend.
0756776002,756776,Anita Sunglasses,81,Sunglasses,Accessories,1010016,Solid,32,Orange,2,Medium Dusty,3,Orange,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Sunglasses with metal frames and UV-protective, tinted lenses."
0756870002,756870,Skirt A-line Bella,275,Skirt,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,A-line skirt in slightly stretchy denim with side pockets and metal buttons down the front.
0756898002,756898,HM+ Mik 2pk padded,306,Bra,Underwear,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Bras in microfibre with underwired, padded cups that shape the bust and provide extra-firm support. Wide, adjustable shoulder straps and a hook-and-eye fastening at the back."
0756904012,756904,ED Pingu,254,Top,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Jumper in a soft, fine knit with a round neckline and long dolman sleeves."
0756904015,756904,ED Pingu,254,Top,Garment Upper body,1010016,Solid,22,Yellow,7,Medium,8,Yellow,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Jumper in a soft, fine knit with a round neckline and long dolman sleeves."
0756904017,756904,ED Pingu,254,Top,Garment Upper body,1010016,Solid,71,Light Blue,3,Light,2,Blue,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Jumper in a soft, fine knit with a round neckline and long dolman sleeves."
0757045001,757045,Romme jacket,262,Jacket,Garment Upper body,1010001,All over pattern,8,Dark Grey,4,Dark,12,Grey,6512,Baby Boy Outdoor,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1007,Outdoor,"Padded jacket in wind- and water-repellent functional fabric with a detachable, fleece-lined hood that is elasticated at the sides. Zip and wind flap with a hook and loop fastener down the front and a chin guard at the top. Zipped chest pocket, with a reflective tab, elasticated cuffs and a fleece lining. The jacket has a water-repellent coating without fluorocarbons."
0757156001,757156,Rory N-slip (J),293,Night gown,Nightwear,1010017,Stripe,10,White,3,Light,9,White,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Short nightslip in supersoft, patterned viscose jersey with a V-neck, elasticated lace trim around the neckline and below the bust, and adjustable spaghetti shoulder straps. Lined at the top."
0757187001,757187,Bird Top,258,Blouse,Garment Upper body,1010016,Solid,90,Other Green,3,Light,19,Green,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Wide, straight-cut blouse in woven fabric with covered buttons at the front. Small stand-up collar, an opening and buttons at the back of the neck and short puff sleeves with narrow, buttoned cuffs."
0757187003,757187,Bird Top,258,Blouse,Garment Upper body,1010022,Jacquard,10,White,3,Light,9,White,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Wide, straight-cut blouse in woven fabric with covered buttons at the front. Small stand-up collar, an opening and buttons at the back of the neck and short puff sleeves with narrow, buttoned cuffs."
0757187004,757187,Bird Top,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Wide, straight-cut blouse in woven fabric with covered buttons at the front. Small stand-up collar, an opening and buttons at the back of the neck and short puff sleeves with narrow, buttoned cuffs."
0757270002,757270,Pisces top,253,Vest top,Garment Upper body,1010001,All over pattern,81,Light Turquoise,1,Dusty Light,7,Turquoise,1545,Projects Woven Tops,D,Divided,2,Divided,50,Divided Projects,1010,Blouses,"Short, cold shoulder top in a patterned, crinkled weave with narrow shoulder straps, short sleeves and a frill trim at the top."
0757298001,757298,R-neck Honeycomb,252,Sweater,Garment Upper body,1010026,Other structure,12,Light Beige,1,Dusty Light,11,Beige,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear,"Long-sleeved pima cotton jumper in a textured knit with ribbing around the neckline, cuffs and hem."
0757303012,757303,Honey seamless bra,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with jacquard-patterned details, removable inserts, adjustable shoulder straps that cross at the back and wide ribbing at the hem. Light support. The bra is designed with the minimum number of seams for a more comfortable fit and increased mobility."
0757303014,757303,HONEY seamless bra (1),306,Bra,Underwear,1010016,Solid,6,Light Grey,1,Dusty Light,12,Grey,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with jacquard-patterned details, removable inserts, adjustable shoulder straps that cross at the back and wide ribbing at the hem. Light support. The bra is designed with the minimum number of seams for a more comfortable fit and increased mobility."
0757303015,757303,HONEY seamless bra (1),306,Bra,Underwear,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with jacquard-patterned details, removable inserts, adjustable shoulder straps that cross at the back and wide ribbing at the hem. Light support. The bra is designed with the minimum number of seams for a more comfortable fit and increased mobility."
0757303018,757303,HONEY seamless bra (1),306,Bra,Underwear,1010016,Solid,42,Red,2,Medium Dusty,18,Red,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with jacquard-patterned details, removable inserts, adjustable shoulder straps that cross at the back and wide ribbing at the hem. Light support. The bra is designed with the minimum number of seams for a more comfortable fit and increased mobility."
0757303021,757303,Honey seamless bra,254,Top,Garment Upper body,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with jacquard-patterned details, removable inserts, adjustable shoulder straps that cross at the back and wide ribbing at the hem. Light support. The bra is designed with the minimum number of seams for a more comfortable fit and increased mobility."
0757303023,757303,Honey seamless bra,254,Top,Garment Upper body,1010016,Solid,53,Dark Pink,4,Dark,4,Pink,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with jacquard-patterned details, removable inserts, adjustable shoulder straps that cross at the back and wide ribbing at the hem. Light support. The bra is designed with the minimum number of seams for a more comfortable fit and increased mobility."
0757326006,757326,FINA 3pack shorts,274,Shorts,Garment Lower body,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6525,Baby Girl Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1005,Jersey Fancy,"Shorts in soft cotton jersey with an elasticated, drawstring waist and rounded hems."
0757347001,757347,LOGG Iris linen jogger',272,Trousers,Garment Lower body,1010017,Stripe,12,Light Beige,1,Dusty Light,11,Beige,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Trousers in airy linen. Relaxed fit with a regular, elasticated, drawstring waist, diagonal side pockets, a fake back pocket, and gently tapered legs."
0757347002,757347,LOGG Iris linen jogger',272,Trousers,Garment Lower body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Trousers in airy linen. Relaxed fit with a regular, elasticated, drawstring waist, diagonal side pockets, a fake back pocket, and gently tapered legs."
0757347003,757347,LOGG Iris linen jogger',272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Trousers in airy linen. Relaxed fit with a regular, elasticated, drawstring waist, diagonal side pockets, a fake back pocket, and gently tapered legs."
0757347005,757347,LOGG Iris linen jogger',272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Trousers in airy linen. Relaxed fit with a regular, elasticated, drawstring waist, diagonal side pockets, a fake back pocket, and gently tapered legs."
0757347008,757347,LOGG Iris linen jogger',272,Trousers,Garment Lower body,1010016,Solid,12,Light Beige,1,Dusty Light,9,White,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Trousers in airy linen. Relaxed fit with a regular, elasticated, drawstring waist, diagonal side pockets, a fake back pocket, and gently tapered legs."
0757395001,757395,HM+ Glans SS tunic,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,Short-sleeved tunic in soft jersey with a rounded hem. Slightly longer at the back.
0757413004,757413,CHILLY leggings TVP 2PACK,273,Leggings/Tights,Garment Lower body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,6557,Baby Exclusive,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1006,Woven/Jersey/Knitted mix Baby,Baby Exclusive. Leggings in soft organic cotton jersey with an elasticated waist and fake fly with decorative buttons.
0757413008,757413,CHILLY leggings TVP 2P,273,Leggings/Tights,Garment Lower body,1010016,Solid,93,Dark Green,4,Dark,19,Green,6557,Baby Exclusive,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1006,Woven/Jersey/Knitted mix Baby,Baby Exclusive. Leggings in soft organic cotton jersey with an elasticated waist and fake fly with decorative buttons.
0757413011,757413,CHILLY leggings TVP 2P,273,Leggings/Tights,Garment Lower body,1010010,Melange,17,Yellowish Brown,2,Medium Dusty,13,Brown,6557,Baby Exclusive,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1006,Woven/Jersey/Knitted mix Baby,Baby Exclusive. Leggings in soft organic cotton jersey with an elasticated waist and fake fly with decorative buttons.
0757482001,757482,S Gigi Brief,59,Swimwear bottom,Swimwear,1010016,Solid,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a mid waist, decorative plastic rings at the sides and medium coverage at the back."
0757552004,757552,ED Pluto RW slacks,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Ankle-length cigarette trousers in a stretch cotton blend with a zip fly, concealed hook-and-eye fasteners and a regular waist with concealed elastication. Side pockets, fake welt back pockets and tapered legs with creases."
0757552007,757552,ED Pluto RW slacks,272,Trousers,Garment Lower body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Ankle-length cigarette trousers in a stretch cotton blend with a zip fly, concealed hook-and-eye fasteners and a regular waist with concealed elastication. Side pockets, fake welt back pockets and tapered legs with creases."
0757552008,757552,ED Pluto RW slacks,272,Trousers,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Ankle-length cigarette trousers in a stretch cotton blend with a zip fly, concealed hook-and-eye fasteners and a regular waist with concealed elastication. Side pockets, fake welt back pockets and tapered legs with creases."
0757552009,757552,ED Pluto RW slacks,272,Trousers,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Ankle-length cigarette trousers in a stretch cotton blend with a zip fly, concealed hook-and-eye fasteners and a regular waist with concealed elastication. Side pockets, fake welt back pockets and tapered legs with creases."
0757552011,757552,ED Pluto RW slacks,272,Trousers,Garment Lower body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Ankle-length cigarette trousers in a stretch cotton blend with a zip fly, concealed hook-and-eye fasteners and a regular waist with concealed elastication. Side pockets, fake welt back pockets and tapered legs with creases."
0757552012,757552,ED Pluto RW slacks,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Ankle-length cigarette trousers in a stretch cotton blend with a zip fly, concealed hook-and-eye fasteners and a regular waist with concealed elastication. Side pockets, fake welt back pockets and tapered legs with creases."
0757552013,757552,ED Pluto RW slacks,272,Trousers,Garment Lower body,1010016,Solid,93,Dark Green,4,Dark,19,Green,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Ankle-length cigarette trousers in a stretch cotton blend with a zip fly, concealed hook-and-eye fasteners and a regular waist with concealed elastication. Side pockets, fake welt back pockets and tapered legs with creases."
0757557001,757557,Meri svettis,252,Sweater,Garment Upper body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Long-sleeved top in lightweight sweatshirt fabric with visible seams at the front, a decorative knot detail at the hem and wide ribbing around the neckline and cuffs."
0757557003,757557,Meri svettis,252,Sweater,Garment Upper body,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Long-sleeved top in lightweight sweatshirt fabric with visible seams at the front, a decorative knot detail at the hem and wide ribbing around the neckline and cuffs."
0757614002,757614,Charlie Sl-set (J),297,Pyjama set,Nightwear,1010017,Stripe,10,White,3,Light,9,White,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear",Pyjamas in jersey made from a cotton blend. Top with narrow shoulder straps and a V-neck front and back. Short shorts with an elasticated waist.
